	Price	Distance	Car	BuildingArea	YearBuilt
15531	1237000.0	8.7	2.0	135.0	1990.0
15538	861000.0	17.9	2.0	130.0	2000.0
15542	1462000.0	16.7	1.0	130.0	1965.0
15554	600000.0	20.6	2.0	196.1	2007.0
15562	820000.0	23.0	2.0	196.0	2016.0
15569	1100000.0	22.2	2.0	237.0	1980.0
15573	1120000.0	12.4	2.0	200.0	2008.0
15580	850000.0	14.3	1.0	145.0	1980.0
15583	1125000.0	14.3	2.0	180.0	2006.0
15587	1875000.0	1.3	0.0	177.0	1890.0
15588	1350000.0	1.3	1.0	115.0	2005.0
15589	1460000.0	7.2	0.0	133.0	1915.0
15590	550000.0	7.2	1.0	69.0	1970.0
15593	1065000.0	18.0	2.0	243.0	1966.0
15595	977500.0	18.0	3.0	184.0	1985.0
15600	810000.0	7.2	1.0	87.0	1935.0
15604	543000.0	7.2	1.0	74.0	1960.0
15607	660000.0	19.6	3.0	159.0	1980.0
15610	568000.0	19.6	2.0	190.0	2012.0
15611	680000.0	19.6	2.0	166.0	1980.0
15614	580000.0	7.5	1.0	84.0	1970.0
15615	970000.0	7.5	2.0	142.0	2003.0
15618	1195000.0	7.5	1.0	122.0	1940.0
15619	1155000.0	7.5	3.0	170.0	1900.0
15620	800000.0	8.2	1.0	149.0	2012.0
15625	1018000.0	13.1	2.0	194.0	1990.0
15628	1100000.0	24.8	2.0	789.0	2001.0
15630	1394000.0	2.1	1.0	200.0	1950.0
15637	240000.0	5.1	1.0	46.0	1970.0
15639	310000.0	5.1	0.0	53.0	1888.0
15645	540000.0	45.9	2.0	110.0	1930.0
15648	691000.0	12.9	3.0	221.0	1975.0
15660	3056000.0	16.7	2.0	292.0	1992.0
15665	2650000.0	16.7	2.0	119.0	1960.0
15669	655000.0	16.7	2.0	133.0	2002.0
15670	1550000.0	16.7	2.0	181.0	1980.0
15672	780000.0	11.2	2.0	131.27	1960.0
15676	780000.0	11.2	3.0	133.0	1960.0
15677	945000.0	12.9	4.0	210.0	2000.0
15681	645000.0	20.4	2.0	154.0	2000.0
15685	601000.0	32.3	4.0	167.87	1995.0
15687	970000.0	13.8	2.0	99.0	2005.0
15696	7650000.0	5.3	4.0	284.0	1863.0
15697	375000.0	5.3	1.0	53.0	1970.0
15699	1080000.0	5.3	2.0	136.0	2000.0
15701	2855000.0	6.2	2.0	274.0	2000.0
15704	3255000.0	6.2	3.0	304.0	1984.0
15709	828000.0	8.9	2.0	140.0	2000.0
15711	1230000.0	8.9	2.0	237.0	1950.0
15712	590000.0	8.8	2.0	105.0	1950.0
15727	1145000.0	12.3	2.0	151.0	1960.0
15734	550000.0	15.5	4.0	183.97	1978.0
15741	730000.0	3.4	1.0	90.0	2010.0
15742	392000.0	3.4	1.0	60.0	2001.0
15743	1150000.0	3.4	0.0	95.0	1890.0
15744	1415000.0	3.4	0.0	96.0	1982.0
15748	3175000.0	5.4	2.0	285.0	1940.0
15758	638000.0	16.3	2.0	130.0	1965.0
15768	2520000.0	8.4	4.0	325.0	1910.0
15770	301000.0	4.3	1.0	45.0	1972.0
15774	740000.0	0.0	1.0	113.0	1999.0
15777	420000.0	31.7	2.0	199.5	2004.0
15780	1051000.0	20.0	2.0	141.0	1980.0
15784	660000.0	20.0	1.0	300.0	1990.0
15792	865000.0	17.9	2.0	236.0	2013.0
15793	1302000.0	17.2	1.0	160.0	1950.0
15794	800000.0	17.2	2.0	130.0	2010.0
15799	1850000.0	6.2	2.0	203.0	1950.0
15802	222000.0	6.2	0.0	29.0	2012.0
15808	581000.0	26.5	2.0	102.0	1970.0
15812	1150000.0	21.5	2.0	194.0	2004.0
15820	1352000.0	14.2	2.0	150.0	1960.0
15824	1728000.0	14.2	2.0	249.0	1960.0
15830	902000.0	18.8	4.0	165.0	1960.0
15834	1561000.0	10.1	2.0	132.0	1930.0
15836	1300000.0	10.4	4.0	150.0	1950.0
15855	840000.0	16.7	1.0	118.0	1970.0
15860	1060000.0	15.4	2.0	274.0	1970.0
15862	840000.0	11.2	1.0	115.0	1960.0
15864	1071888.0	11.2	4.0	190.0	2001.0
15865	790000.0	11.2	1.0	127.0	2010.0
15866	820000.0	12.3	1.0	130.0	2013.0
15867	1218500.0	15.5	2.0	101.0	1950.0
15870	695000.0	11.4	1.0	75.45	1970.0
15871	940000.0	21.5	2.0	122.0	1950.0
15872	1300000.0	21.5	2.0	150.0	1970.0
15879	1199000.0	8.5	4.0	165.5	1950.0
15886	1388000.0	3.5	2.0	146.0	2015.0
15891	440000.0	4.6	1.0	44.0	2015.0
15894	2300000.0	4.6	2.0	263.5	1890.0
15899	840000.0	8.4	1.0	113.0	1950.0
15902	510000.0	12.0	1.0	100.0	2009.0
15907	780000.0	12.0	2.0	103.0	1940.0
15911	1255000.0	2.4	1.0	123.0	2008.0
15912	1275000.0	2.4	1.0	72.0	1890.0
15914	1120000.0	2.4	2.0	149.0	2007.0
15916	1190000.0	2.4	1.0	110.0	1997.0
15918	1425000.0	2.4	3.0	81.0	2000.0
15927	1175000.0	21.3	1.0	135.0	1960.0
15930	755000.0	19.9	2.0	127.0	1997.0
15936	1005800.0	23.5	2.0	320.0	2003.0
15946	555698.0	34.7	1.0	152.0	2002.0
15947	1250000.0	1.9	3.0	113.0	2001.0
15950	407500.0	1.9	1.0	53.0	2000.0
15957	642500.0	0.7	1.0	77.0	1994.0
15960	460000.0	14.0	1.0	129.0	2000.0
15962	610000.0	14.0	1.0	116.0	1960.0
15967	500000.0	14.0	1.0	95.0	1992.0
15968	615000.0	5.0	1.0	84.0	1920.0
15971	455000.0	31.7	6.0	120.0	1990.0
15974	810000.0	10.5	2.0	114.0	1970.0
15975	805000.0	10.5	2.0	115.0	1965.0
15980	807000.0	10.2	1.0	84.0	1960.0
15985	471000.0	18.0	1.0	114.0	2000.0
15988	558000.0	18.0	2.0	431.0	2008.0
15989	780000.0	15.5	2.0	230.0	1996.0
15994	1240000.0	12.4	1.0	150.0	1965.0
15996	756000.0	7.0	1.0	103.0	2010.0
16009	1050000.0	17.2	2.0	187.0	1975.0
16011	940000.0	8.9	2.0	540.0	1960.0
16019	830000.0	14.7	2.0	195.0	1970.0
16030	855000.0	3.0	1.0	116.0	2004.0
16038	685000.0	3.0	0.0	58.0	1930.0
16042	330000.0	5.7	1.0	40.0	1970.0
16051	1010000.0	4.3	1.0	125.0	1990.0
16054	990000.0	4.3	0.0	102.0	1900.0
16061	773000.0	9.5	2.0	235.0	2004.0
16069	3200000.0	9.7	2.0	168.0	1970.0
16079	675000.0	39.8	2.0	161.0	1960.0
16087	1815000.0	13.8	2.0	107.0	1960.0
16089	1225000.0	13.8	2.0	129.0	1950.0
16091	690000.0	35.2	2.0	153.0	1980.0
16092	880000.0	13.4	1.0	110.0	1960.0
16099	1264000.0	13.4	2.0	126.0	1960.0
16103	570000.0	8.6	2.0	74.0	1950.0
16104	2655000.0	10.5	2.0	183.0	1991.0
16109	2525000.0	10.3	2.0	300.0	2000.0
16114	1300000.0	10.3	2.0	77.0	1940.0
16117	1275000.0	5.2	1.0	156.0	1900.0
16121	1204000.0	5.2	0.0	101.0	1890.0
16125	1268000.0	5.2	2.0	217.0	1950.0
16126	1445000.0	5.2	2.0	112.0	1950.0
16147	1000000.0	1.6	0.0	80.0	1910.0
16156	1150000.0	14.8	4.0	490.0	2006.0
16162	1700000.0	8.7	2.0	185.0	1925.0
16164	732000.0	27.0	2.0	202.0	1985.0
16165	800000.0	17.9	1.0	121.0	1970.0
16166	877000.0	17.9	2.0	135.0	1965.0
16168	900000.0	17.9	2.0	120.0	1965.0
16174	780000.0	16.7	1.0	103.0	2000.0
16179	1020000.0	6.7	2.0	255.0	2002.0
16181	996000.0	6.7	1.0	97.0	1930.0
16185	1095000.0	2.0	0.0	88.0	1900.0
16192	492000.0	20.6	2.0	166.0	2009.0
16193	425000.0	20.6	2.0	165.0	2008.0
16202	860000.0	23.0	2.0	170.0	1970.0
16216	801000.0	22.2	1.0	189.0	1980.0
16217	955000.0	22.2	2.0	153.0	1975.0
16233	967500.0	18.0	2.0	122.0	1985.0
16234	890000.0	18.0	2.0	206.0	1980.0
16235	1800000.0	7.2	2.0	185.0	2010.0
16239	410000.0	7.5	1.0	67.0	1965.0
16240	930000.0	7.5	1.0	146.0	2002.0
16246	650000.0	13.1	4.0	94.0	1960.0
16247	700000.0	2.1	1.0	65.0	2007.0
16260	570000.0	38.0	2.0	118.54	1960.0
16293	512000.0	11.2	2.0	96.0	2003.0
16297	895000.0	16.1	2.0	132.0	1954.0
16299	880000.0	16.1	2.0	290.0	1980.0
16300	925000.0	16.1	2.0	190.0	1980.0
16302	715000.0	20.4	2.0	230.0	2011.0
16303	840500.0	20.4	2.0	298.21	2014.0
16308	1285000.0	13.8	1.0	100.0	1992.0
16309	685000.0	13.8	0.0	81.0	2007.0
16311	957000.0	13.8	2.0	113.0	1994.0
16320	2370000.0	5.3	1.0	188.0	1890.0
16323	1682000.0	5.3	1.0	97.0	1910.0
16339	660000.0	18.0	2.0	193.0	2002.0
16345	975000.0	7.8	1.0	120.0	1997.0
16349	670000.0	15.5	2.0	164.0	1982.0
16358	876000.0	3.4	2.0	74.0	2015.0
16371	560000.0	16.3	1.0	165.0	1985.0
16372	511500.0	16.3	2.0	93.0	1960.0
16387	3600000.0	8.4	2.0	355.0	2015.0
16389	815000.0	4.3	2.0	130.0	1990.0
16394	467000.0	17.4	1.0	98.0	1975.0
16395	405000.0	31.7	2.0	163.0	1970.0
16403	428000.0	17.9	1.0	104.0	2005.0
16406	722500.0	17.9	2.0	169.5	2001.0
16407	421000.0	17.9	1.0	83.0	1985.0
16415	286000.0	6.2	1.0	42.2	1970.0
16421	920000.0	21.5	2.0	170.0	1975.0
16423	620000.0	31.6	4.0	127.0	1930.0
16424	1200000.0	14.2	4.0	117.0	1196.0
16432	865000.0	18.8	2.0	126.0	1965.0
16437	1920000.0	10.1	2.0	181.0	1920.0
16441	1230000.0	6.2	1.0	123.0	1900.0
16442	1220000.0	6.2	2.0	103.0	1940.0
16444	660000.0	22.7	2.0	112.0	1960.0
16446	570000.0	1.8	1.0	81.0	2011.0
16448	1550000.0	21.1	4.0	321.0	1980.0
16456	1075000.0	15.4	2.0	216.0	1970.0
16460	1071888.0	11.2	4.0	190.0	2001.0
16461	560000.0	11.2	1.0	73.0	2014.0
16463	1750000.0	12.3	2.0	313.0	1935.0
16465	1210000.0	12.3	2.0	115.0	1960.0
16476	1300000.0	21.5	2.0	150.0	1970.0
16481	740000.0	8.5	1.0	88.0	1940.0
16485	800000.0	3.5	2.0	80.0	2008.0
16486	1020000.0	4.6	1.0	102.0	1920.0
16488	660000.0	4.6	1.0	76.0	1970.0
16489	1242000.0	8.4	3.0	135.5	1940.0
16494	1350000.0	8.4	4.0	266.76	2014.0
16496	1020000.0	8.4	2.0	159.0	2008.0
16501	912000.0	12.0	4.0	203.0	1960.0
16504	685000.0	12.0	3.0	102.0	1960.0
16505	270000.0	12.0	1.0	60.0	1980.0
16512	890500.0	2.4	2.0	123.0	1940.0
16518	817000.0	47.4	4.0	272.4	2011.0
16523	750000.0	19.9	1.0	114.0	1955.0
16525	860000.0	23.5	0.0	196.0	1985.0
16528	645000.0	34.7	2.0	187.0	2010.0
16529	1770000.0	15.2	2.0	233.0	1998.0
16538	1085000.0	5.1	1.0	211.0	1920.0
16574	780000.0	10.5	2.0	199.0	1999.0
16580	2000000.0	10.2	2.0	286.0	1945.0
16584	1450000.0	15.5	2.0	300.0	2005.0
16585	1860000.0	15.5	3.0	315.0	1995.0
16594	651000.0	15.3	2.0	135.0	1970.0
16596	1250000.0	7.0	2.0	133.0	1960.0
16608	1235000.0	17.2	4.0	161.0	1960.0
16612	1290000.0	17.2	2.0	300.0	2003.0
16622	1180000.0	14.7	2.0	305.0	2001.0
16631	957500.0	4.6	1.0	58.0	1892.0
16632	2080000.0	4.6	2.0	177.8	1905.0
16634	852000.0	12.7	2.0	139.4	1990.0
16637	505000.0	3.0	1.0	38.0	1970.0
16638	1402500.0	3.0	1.0	101.0	1960.0
16639	2905000.0	7.5	2.0	364.0	2010.0
16640	650000.0	10.4	3.0	96.0	1950.0
16641	856000.0	10.4	1.0	212.0	2011.0
16642	1505000.0	3.0	1.0	109.0	1890.0
16645	600000.0	10.5	2.0	127.0	2013.0
16647	1005000.0	11.0	4.0	112.0	1960.0
16649	410000.0	6.3	0.0	63.0	1967.0
16654	1530000.0	4.3	1.0	162.0	1915.0
16657	1082000.0	4.3	2.0	120.0	2000.0
16668	725000.0	7.9	1.0	76.0	1975.0
16669	602000.0	7.9	1.0	72.0	1960.0
16670	830000.0	7.9	1.0	101.76	2007.0
16671	1300000.0	9.7	2.0	147.0	1985.0
16674	1940000.0	9.7	1.0	140.0	1940.0
16675	1590000.0	9.7	1.0	128.0	1955.0
16681	705000.0	23.2	4.0	141.0	1975.0
16683	2200000.0	17.3	2.0	318.0	2014.0
16687	420000.0	11.4	1.0	68.0	1970.0
16688	1479000.0	11.4	2.0	148.0	1920.0
16696	1655000.0	13.8	5.0	363.0	2003.0
16698	1430000.0	13.8	2.0	197.0	1950.0
16702	667000.0	35.2	2.0	180.0	1977.0
16705	1080000.0	17.3	2.0	144.0	1980.0
16723	1750800.0	10.3	2.0	201.0	2012.0
16727	1605000.0	10.3	2.0	163.0	1948.0
16728	1035000.0	10.3	1.0	65.0	1985.0
16729	505000.0	14.0	1.0	109.0	2000.0
16732	663000.0	6.4	2.0	129.0	2010.0
16733	860000.0	5.2	1.0	106.0	1890.0
16738	2545000.0	5.2	4.0	320.0	1995.0
16739	1405000.0	5.2	2.0	167.0	1920.0
16740	460000.0	5.2	1.0	52.0	1970.0
16741	1210000.0	4.0	2.0	140.0	1920.0
16744	460000.0	5.2	1.0	60.0	1970.0
16746	1075000.0	5.2	1.0	202.0	1940.0
16752	880000.0	12.1	2.0	261.0	2004.0
16758	1837500.0	2.4	1.0	164.0	2014.0
16759	593000.0	14.8	2.0	195.0	2007.0
16765	1642000.0	10.4	2.0	146.0	1950.0
16768	780000.0	14.7	2.0	138.0	1999.0
16776	1290000.0	7.7	2.0	195.0964	1997.0
16777	1930000.0	8.4	1.0	119.0	1910.0
16778	2408000.0	8.4	2.0	221.0	1945.0
16779	4750000.0	8.4	2.0	470.0	1996.0
16785	1042000.0	10.1	2.0	122.0	2008.0
16786	1450000.0	10.1	2.0	167.0	1940.0
16790	525000.0	34.9	2.0	172.0	2010.0
16794	1417500.0	7.8	2.0	103.0	1900.0
16796	510000.0	11.7	2.0	66.0	1970.0
16805	601000.0	17.9	1.0	94.0	1972.0
16808	1145000.0	17.9	2.0	112.0	1950.0
16810	911982.0	27.1	3.0	222.0	1996.0
16812	1040000.0	16.7	2.0	130.0	1970.0
16816	1460000.0	3.6	0.0	85.0	1900.0
16822	865000.0	6.7	2.0	110.0	1960.0
16826	1135000.0	2.0	0.0	80.0	1880.0
16827	900000.0	2.0	0.0	78.0	1890.0
16830	499000.0	20.6	0.0	158.0	1990.0
16832	506000.0	20.6	2.0	202.0	1997.0
16833	430000.0	20.6	1.0	127.0	2010.0
16836	420000.0	20.6	2.0	175.0	2010.0
16838	570000.0	2.4	1.0	75.0	2007.0
16843	637000.0	23.0	2.0	156.0	1960.0
16846	905000.0	23.0	2.0	178.0	1985.0
16847	835000.0	23.0	2.0	153.0	1950.0
16855	610000.0	14.7	2.0	210.0	2010.0
16857	1255000.0	22.2	3.0	277.0	2004.0
16864	871000.0	14.3	2.0	142.0	2010.0
16866	1451000.0	14.3	2.0	130.52	1960.0
16867	1385000.0	14.3	3.0	149.0	1966.0
16868	1360000.0	14.3	2.0	200.0	2007.0
16877	1850000.0	27.0	4.0	547.0	2011.0
16878	612500.0	27.0	2.0	88.0	1975.0
16882	855000.0	18.0	3.0	214.0	1980.0
16883	855000.0	18.0	1.0	104.0	1985.0
16885	895000.0	18.0	2.0	233.0	1995.0
16887	902000.0	7.2	0.0	86.0	1940.0
16888	1410000.0	7.2	1.0	117.0	1930.0
16890	1360000.0	7.2	2.0	175.0	1997.0
16891	500000.0	19.6	2.0	117.0	1975.0
16892	573000.0	19.6	2.0	125.0	1990.0
16896	465000.0	19.6	1.0	111.04	2005.0
16897	545000.0	19.6	2.0	157.0	1985.0
16900	1980000.0	7.5	6.0	105.0	1950.0
16901	830000.0	7.5	1.0	134.0	2011.0
16903	886000.0	7.5	1.0	107.0	2007.0
16908	445000.0	8.2	1.0	63.4	1970.0
16910	1050000.0	7.5	1.0	187.0	1940.0
16913	800000.0	13.1	4.0	140.0	1960.0
16916	786000.0	13.1	4.0	94.0	1960.0
16919	617000.0	24.8	1.0	120.0	2011.0
16927	990000.0	3.4	1.0	82.0	1900.0
16930	455000.0	5.1	1.0	86.0	2010.0
16933	680000.0	15.4	1.0	73.0	2001.0
16948	755000.0	12.9	1.0	130.0	1975.0
16950	762000.0	7.3	1.0	93.0	1875.0
16956	1501000.0	7.3	2.0	160.0	1995.0
16968	1100000.0	16.7	2.0	101.0	1961.0
16969	1135000.0	16.7	2.0	152.0	1980.0
16971	865000.0	11.2	1.0	152.0	1960.0
16972	362500.0	11.2	1.0	75.0	1980.0
16974	922000.0	11.2	1.0	153.0	1960.0
16977	963500.0	11.2	6.0	174.0	1960.0
16979	740000.0	16.1	3.0	142.0	1962.0
16986	730000.0	20.4	1.0	270.0	2004.0
16987	770000.0	20.4	2.0	154.0	1985.0
16997	2550000.0	13.8	2.0	200.0	1925.0
17002	2800000.0	5.3	2.0	192.0	1910.0
17006	1702000.0	5.3	2.0	110.0	1900.0
17008	3399000.0	5.3	2.0	274.0	2002.0
17015	802500.0	6.2	2.0	87.0	1970.0
17017	441000.0	6.2	0.0	50.0	1960.0
17019	500000.0	6.2	1.0	72.0	1970.0
17021	738000.0	8.9	2.0	107.0	1985.0
17024	800000.0	8.8	0.0	92.5	1945.0
17025	680000.0	8.8	1.0	106.0	2013.0
17029	605000.0	8.8	2.0	115.96	1960.0
17030	580000.0	8.8	2.0	109.0	1950.0
17035	1600000.0	16.0	3.0	137.0	1960.0
17037	677000.0	18.0	2.0	196.0	1999.0
17040	737500.0	18.0	2.0	230.0	2004.0
17041	520000.0	18.4	2.0	169.0	1999.0
17044	505000.0	18.4	1.0	142.0	1995.0
17046	680000.0	18.4	3.0	158.0	1990.0
17048	442500.0	18.4	2.0	121.84	1980.0
17053	1203500.0	12.3	2.0	127.0	2000.0
17056	1475000.0	7.8	2.0	114.0	1950.0
17057	1640000.0	7.8	2.0	158.0	1930.0
17058	590500.0	14.0	1.0	90.0	1960.0
17059	895000.0	14.5	1.0	157.0	1965.0
17067	400000.0	3.4	1.0	56.0	2008.0
17078	825000.0	5.4	3.0	107.0	1995.0
17082	2258000.0	7.3	2.0	173.0	1910.0
17086	1250000.0	25.2	2.0	305.0	2005.0
17087	520000.0	14.0	3.0	171.0	1972.0
17089	1218000.0	23.3	2.0	281.0	1994.0
17094	600000.0	16.3	2.0	121.0	1980.0
17095	487000.0	16.3	1.0	160.0	1970.0
17097	572000.0	16.3	2.0	140.0	1975.0
17098	650000.0	14.6	2.0	120.0	1995.0
17105	1700000.0	5.9	0.0	141.0	1920.0
17108	1060000.0	8.4	1.0	110.0	1980.0
17112	530000.0	4.3	1.0	88.0	1980.0
17113	450000.0	4.3	1.0	93.0	1940.0
17116	353000.0	4.3	1.0	79.0	2000.0
17120	720000.0	0.0	1.0	86.0	1976.0
17122	295000.0	31.7	4.0	122.86	1975.0
17123	347500.0	29.8	1.0	149.0	1990.0
17124	410000.0	31.7	2.0	119.0	1985.0
17126	1485000.0	20.0	2.0	174.0	1975.0
17129	1750000.0	3.0	0.0	155.0	1885.0
17139	695000.0	17.2	1.0	90.0	2011.0
17140	655000.0	17.2	4.0	82.0	1975.0
17141	775000.0	17.2	2.0	110.0	1975.0
17142	820000.0	17.2	2.0	110.0	1960.0
17149	900000.0	16.2	1.0	138.0	1980.0
17150	806000.0	16.2	0.0	108.0	1955.0
17153	980000.0	16.2	2.0	300.0	1993.0
17167	1540000.0	10.1	2.0	199.0	1920.0
17168	470000.0	10.1	1.0	76.0	2000.0
17176	730000.0	22.7	4.0	130.0	1963.0
17177	676000.0	22.7	1.0	114.2	1960.0
17179	805000.0	22.7	4.0	140.0	1980.0
17181	1126000.0	1.8	0.0	65.0	1910.0
17183	799000.0	1.8	1.0	73.0	1900.0
17184	1285000.0	1.8	1.0	147.0	1990.0
17186	1512000.0	5.3	0.0	125.0	1905.0
17196	777000.0	15.4	2.0	113.0	2014.0
17201	912000.0	12.3	2.0	146.0	1997.0
17205	1565000.0	11.4	2.0	154.0	1920.0
17208	1270000.0	21.5	4.0	120.0	1940.0
17210	1137500.0	21.5	4.0	180.0	1980.0
17212	1415000.0	21.5	2.0	145.0	1950.0
17217	876000.0	8.5	2.0	146.0	1960.0
17220	736000.0	8.5	0.0	116.0	1950.0
17223	478000.0	8.5	1.0	73.0	1960.0
17226	1335000.0	3.5	0.0	105.0	1880.0
17234	740000.0	4.6	1.0	100.0	1940.0
17236	698000.0	4.6	1.0	85.0	1900.0
17239	780000.0	4.6	0.0	48.0	1900.0
17243	920000.0	8.4	2.0	93.0	1950.0
17244	1115000.0	8.4	2.0	129.0	1960.0
17246	1171000.0	8.4	2.0	186.0	1930.0
17247	1060000.0	8.4	2.0	192.0	1940.0
17249	617500.0	8.4	3.0	81.0	1985.0
17251	575000.0	12.0	1.0	102.0	2015.0
17256	635000.0	12.0	2.0	147.0	2009.0
17259	860000.0	12.0	2.0	136.0	1950.0
17263	615000.0	2.4	1.0	86.0	2005.0
17264	314000.0	2.4	1.0	37.0	1970.0
17265	1341000.0	2.4	0.0	87.0	1890.0
17269	609000.0	21.3	2.0	70.0	1970.0
17273	1100000.0	8.9	2.0	212.0	1985.0
17283	760000.0	15.2	1.0	82.0	1970.0
17288	795000.0	35.4	2.0	158.0	1960.0
17290	830000.0	5.1	1.0	91.0	1910.0
17292	940000.0	5.1	0.0	94.0	1910.0
17303	2920000.0	2.7	2.0	254.0	1920.0
17304	400000.0	2.7	1.0	43.0	1950.0
17309	600000.0	0.7	1.0	80.0	1993.0
17320	1387000.0	16.1	3.0	370.0	2005.0
17323	480000.0	5.0	1.0	64.0	1930.0
17328	535000.0	31.7	2.0	155.0	1970.0
17330	1070000.0	10.5	2.0	198.0	1940.0
17332	750000.0	10.5	4.0	113.0	1955.0
17333	632000.0	10.5	1.0	121.0	1950.0
17338	2505000.0	10.2	0.0	266.53	1927.0
17339	1785000.0	10.2	1.0	120.0	1910.0
17354	1375000.0	12.4	1.0	240.0	1950.0
17359	740000.0	15.3	2.0	109.0	1952.0
17360	745000.0	7.0	1.0	70.0	1975.0
17362	1225000.0	7.0	0.0	90.0	1920.0
17367	390000.0	18.4	1.0	138.0	2008.0
17369	695000.0	12.9	2.0	121.0	1980.0
17376	870000.0	8.9	2.0	151.0	2000.0
17382	710000.0	14.5	3.0	145.0	1960.0
17384	570000.0	14.7	2.0	113.0	1960.0
17388	597000.0	6.4	1.0	120.0	1995.0
17390	660000.0	3.1	1.0	91.0	1993.0
17400	880000.0	6.8	2.0	78.54	2000.0
17401	862000.0	6.8	1.0	85.35	1940.0
17403	595000.0	25.5	2.0	370.0	2012.0
17405	709500.0	6.3	1.0	80.0	1970.0
17410	670000.0	10.4	2.0	153.0	2000.0
17425	720000.0	9.5	1.0	110.0	1965.0
17426	1107500.0	9.5	1.0	190.0	2014.0
17434	520000.0	23.2	1.0	69.0	1975.0
17436	380000.0	11.4	1.0	62.0	2011.0
17438	920000.0	35.2	2.0	352.0	2014.0
17439	950000.0	35.2	2.0	391.0	2007.0
17441	485000.0	13.4	1.0	55.0	1960.0
17443	1291000.0	13.4	2.0	127.0	1970.0
17444	775000.0	25.0	2.0	131.0	1970.0
17445	820000.0	25.0	4.0	200.0	1975.0
17447	797000.0	8.6	2.0	110.0	1960.0
17449	590000.0	8.6	1.0	74.0	1950.0
17451	585000.0	10.3	1.0	82.0	1950.0
17452	1580000.0	10.3	2.0	165.0	1970.0
17455	386000.0	14.0	1.0	71.0	1965.0
17456	515000.0	6.4	2.0	140.0	2012.0
17457	1515000.0	5.2	2.0	194.0	1890.0
17458	1037000.0	5.2	1.0	101.0	1996.0
17460	1330000.0	4.0	1.0	190.0	1890.0
17461	937000.0	4.0	1.0	121.8	2000.0
17462	290000.0	4.0	0.0	41.0	2012.0
17465	730000.0	12.1	1.0	101.0	1960.0
17466	660000.0	12.1	2.0	119.0	1970.0
17468	1150000.0	14.7	2.0	140.0	1965.0
17469	1600000.0	14.7	2.0	260.0	2007.0
17471	755000.0	7.7	1.0	82.6	1960.0
17474	750000.0	10.1	2.0	85.0	1970.0
17475	286000.0	10.1	1.0	45.0	1960.0
17476	580010.0	10.1	1.0	72.0	1970.0
17477	1250000.0	10.1	2.0	223.0	2005.0
17479	360000.0	14.8	1.0	136.49	2009.0
17480	740000.0	14.8	2.0	222.0	2008.0
17481	647000.0	34.9	4.0	204.0	2002.0
17484	930000.0	11.7	1.0	127.0	2011.0
17489	760000.0	6.7	2.0	105.0	1920.0
17490	876000.0	6.7	1.0	100.0	2014.0
17493	365000.0	2.0	0.0	46.0	1960.0
17494	1297000.0	2.0	0.0	137.0	1890.0
17500	865000.0	23.0	2.0	200.0	1975.0
17501	760000.0	23.0	2.0	140.0	1960.0
17502	725000.0	23.0	2.0	105.0	1980.0
17505	1120000.0	23.0	2.0	228.0	2008.0
17510	930000.0	24.7	1.0	200.0	1980.0
17511	557000.0	14.8	2.0	148.0	1985.0
17513	650000.0	14.8	2.0	135.0	1955.0
17515	806000.0	22.2	1.0	134.0	1968.0
17520	1663000.0	12.4	2.0	250.0	1982.0
17521	1310000.0	14.3	2.0	200.0	1970.0
17523	1530000.0	14.3	2.0	160.0	1978.0
17526	630000.0	16.1	1.0	100.0	2000.0
17528	1300000.0	8.9	2.0	138.0	1950.0
17531	1260000.0	27.0	3.0	178.0	1960.0
17533	655000.0	18.0	2.0	108.0	2009.0
17535	435000.0	7.2	1.0	44.0	2009.0
17537	490000.0	19.6	2.0	155.0	2012.0
17540	417500.0	19.6	1.0	102.0	2000.0
17543	1398000.0	7.5	1.0	182.0	1960.0
17545	664000.0	24.8	1.0	138.0	2010.0
17547	790000.0	2.1	2.0	75.0	1930.0
17548	830000.0	2.1	1.0	84.0	2011.0
17549	456000.0	2.1	1.0	51.0	2011.0
17553	565000.0	38.0	2.0	155.0	1980.0
17554	810000.0	38.0	2.0	118.0	1960.0
17555	749000.0	12.9	2.0	160.0	1970.0
17556	260000.0	7.3	1.0	38.0	1950.0
17557	330000.0	7.3	1.0	44.0	1960.0
17558	501000.0	7.3	1.0	77.0	1960.0
17562	1070000.0	16.7	1.0	116.0	1970.0
17565	700000.0	11.2	1.0	82.0	1950.0
17569	400000.0	11.2	1.0	70.0	2012.0
17570	675000.0	11.2	1.0	99.0	2011.0
17572	866000.0	16.1	2.0	147.0	1980.0
17578	800000.0	20.4	2.0	332.0	2008.0
17579	735000.0	11.2	1.0	122.0	1950.0
17580	595000.0	11.2	1.0	111.0	2005.0
17584	771000.0	13.8	1.0	99.0	1992.0
17586	400000.0	33.3	1.0	98.0	1998.0
17587	455000.0	5.3	1.0	49.0	1960.0
17588	615888.0	6.2	1.0	73.0	1970.0
17595	1820000.0	16.0	2.0	680.0	2006.0
17597	1475000.0	12.3	3.0	157.0	1920.0
17599	2100000.0	7.8	2.0	222.0	1960.0
17602	1320000.0	7.8	0.0	114.0	1920.0
17603	575500.0	14.0	1.0	98.0	1960.0
17605	635000.0	14.5	2.0	138.0	1975.0
17607	620000.0	15.5	4.0	100.0	1985.0
17608	1005000.0	11.7	2.0	176.0	1970.0
17611	700000.0	10.4	1.0	130.0	1970.0
